player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,year,fantasyPts,ptsPerSnap,ptsPerTouch
Kalif Raymond,11028,WR,DET,17,8.8,3,81.4,0,0,2,0,2.8,1,0.04,20,11,0,79.9,89.7,75.4,75.8,0.8,2,0,41,0.4,1,247,2,49.4,35,95.5,236,49,121,121.8,43,1,49,121,489,214,6.1,14,2.07,2023,50.5,0.24,2.66
Brandon Powell,48036,WR,MIN,13,8.4,3,67.4,28.6,2,7,1,9.4,3,0.06,18,18,0,57.2,64.2,61.7,63.6,0,0,2,28,1.6,5,305,3,43.6,29,94.1,287,63.6,194,78.1,43,1,36.4,111,324,102,3.5,11.2,1.13,2023,14.1,0.07,2.01
Van Jefferson,47447,WR,ATL,17,16.9,0,47.6,37.5,3,8,1,13,3,0,10,2,0,47.8,75,49.6,51.9,0,0,4,46,0,0,395,5,46.3,20,95.2,376,39.7,157,22.9,42,0,60.3,238,209,23,1.2,10.5,0.56,2023,63.6,0.09,2.65
Jauan Jennings,48027,WR,SF,16,10.4,6,69,50,4,8,0,3.3,1,0.28,20,28,0,76.7,76.8,74.1,72.4,0,0,1,31,0.9,3,326,3,52.4,29,92.9,303,57.7,188,102.9,42,2,42.3,138,376,130,4.5,13,1.24,2023,210.5,0.31,2.73
Cedric Tillman,84434,WR,CLV,14,12.2,4,50,28.6,2,7,0,4.5,1,-0.19,12,8,0,71.3,75,55.5,55.4,2.9,11,5,23,1.6,6,382,1,40.1,21,93.7,358,38.5,147,26.4,42,0,58.6,224,224,67,3.2,10.7,0.63,2023,80.4,0.19,2.68
Nick Westbrook-Ikhine,47861,WR,TEN,14,12.4,4,66.7,22.2,2,9,1,12.5,4,-0.07,18,31,0,40,76.5,59.4,61.9,0,0,0,33,2.8,10,362,3,40.8,28,90.6,328,52.2,189,118.2,42,3,47.8,173,370,117,4.2,13.2,1.13,2023,135.7,0.18,4.24
Jalin Hyatt,124282,WR,NYG,17,20.7,1,57.5,40,4,10,0,14.8,4,-0.09,11,21,1,44,26.2,59.7,58.5,0,0,2,58,0,0,403,0,41,23,96.3,388,11.7,47,68,40,0,88.3,356,373,53,2.3,16.2,0.96,2023,14.2,0.04,1.77
Cooper Kupp,11824,WR,LA,21,8.8,30,77.4,53.8,14,26,0,4.8,9,0.24,108,26,1,87.1,76.3,93,93.1,0,0,7,70,1,8,826,0,53,178,94.2,778,66,545,129.7,230,22,32.1,265,2425,1070,6,13.6,3.12,2021,203.4,0.38,2.42
Tyreek Hill,10799,WR,KC,20,10.6,15,73.6,28.6,6,21,2,6.9,10,0.24,87,16,2,71.6,48.8,86,85.6,0.8,6,4,75,0,0,759,4,53.3,134,93.7,711,53.6,407,111.1,182,12,45.3,344,1524,576,4.3,11.4,2.14,2021,341.2,0.43,2.71
Davante Adams,8688,WR,GB,17,9.7,13,74.6,50,14,28,1,2.9,4,0.19,88,12,0,90.5,85.4,92.7,92.8,0.2,1,3,59,0,0,618,2,49.3,132,94.5,584,33,204,116.6,177,11,66.8,413,1643,650,4.9,12.4,2.81,2021,335.5,0.32,3.26
Diontae Johnson,33441,WR,PIT,17,9,16,63.6,39.1,9,23,1,6.7,8,-0.07,64,25,2,64.7,35.9,73.2,73.8,0.1,1,3,50,0,0,701,10,40.4,112,93.3,654,7,49,93.3,176,9,92.9,651,1195,542,4.8,10.7,1.83,2021,176.7,0.17,1.9
Stefon Diggs,9579,WR,BUF,19,11.8,17,64.9,46.9,15,32,0,4.4,5,0.17,68,4,1,84.4,60.3,81,81.9,0.1,1,6,61,0.1,1,748,2,51.6,109,94.1,704,20.9,156,93.2,168,10,78.6,588,1292,338,3.1,11.9,1.84,2021,316.6,0.38,2.9
Justin Jefferson,61398,WR,MIN,17,13.3,9,66.3,48.1,13,27,0,7.7,9,0.09,75,18,1,69.4,60.9,90.1,90.1,0,0,2,56,0,0,662,1,45.6,108,94.1,623,31,205,113.9,163,10,68.4,453,1616,492,4.6,15,2.59,2021,365.3,0.34,2.77
Ja'Marr Chase,84270,WR,CIN,21,12.9,22,67.1,38.9,14,36,0,9.4,11,0.11,72,7,2,56.3,40.1,85.3,86.1,0.1,1,7,82,0,0,787,3,46.8,106,94.8,746,18.4,145,117.1,158,14,80.9,637,1823,827,7.8,17.2,2.44,2021,246.4,0.31,2.68
DJ Moore,48267,WR,CAR,17,10.8,7,59.6,34.6,9,26,0,8.8,9,-0.2,60,5,1,55.1,59.7,76.9,76.3,0,0,6,64,0.2,1,653,1,40.9,93,95.3,622,18.4,120,75.2,156,4,80.7,527,1157,445,4.8,12.4,1.86,2021,199.1,0.2,2.73
Keenan Allen,7857,WR,LAC,16,9.1,3,70.7,50,14,28,0,7.8,9,0.14,66,27,1,60.6,59.9,77.5,77.5,0.3,2,5,42,0,0,689,4,49.2,106,93,641,62.6,431,92,150,6,36.3,250,1138,356,3.4,10.7,1.78,2021,166,0.32,2.48
Marquise Brown,61568,WR,BLT,16,12,8,65.5,50,9,18,0,6.2,6,0.02,41,3,3,73.6,30,68.6,68.7,0.2,1,3,49,0,0,657,3,46.6,91,95.1,625,31.4,206,92.3,139,6,68.5,450,1008,396,4.4,11.1,1.61,2021,156,0.2,2.29
Jaylen Waddle,84088,WR,MIA,16,7,11,75.4,70.6,12,17,0,8,9,0.04,59,17,1,64.1,64.9,78.3,78.5,0.2,1,6,57,0,0,622,4,47.7,104,93.1,579,60.1,374,91.9,138,6,38.3,238,1015,455,4.4,9.8,1.75,2021,261.2,0.33,3.35
Tee Higgins,61211,WR,CIN,18,12.2,12,67.6,41.9,18,43,0,8,8,0.11,66,7,1,63.5,55.5,83.4,82.8,0.3,2,2,75,0.1,1,676,2,46.7,92,95.1,643,21,142,114.8,136,8,78.7,532,1400,425,4.6,15.2,2.18,2021,218.9,0.29,2.96
Hunter Renfrow,47509,WR,LV,18,6.7,15,82.2,40,6,15,0,2.6,3,0.01,52,23,1,90.4,58,78.8,80.3,0,0,1,54,0,0,623,0,47,111,93.9,585,64.5,402,119.6,135,9,35.2,219,1096,490,4.4,9.9,1.87,2021,81,0.21,2.25
Darnell Mooney,48236,WR,CHI,17,11.4,10,60.4,20,4,20,0,4.7,4,-0.13,49,6,0,79.4,83,74.7,74.9,0,0,8,64,0.2,1,651,0,43.2,81,94.2,613,43.6,284,70.3,134,4,55.6,362,1055,391,4.8,13,1.72,2021,101.5,0.16,2.48
Mike Evans,8642,WR,TB,18,13.1,10,67.9,75,15,20,0,6.2,6,0.19,66,30,0,72.5,83,75.4,75.1,0,0,3,55,0,0,747,2,51.7,91,96.3,719,34.3,256,128.5,134,16,65.7,491,1271,318,3.5,14,1.77,2021,226.3,0.24,2.94
Jakobi Meyers,47468,WR,NE,18,9.8,4,68.5,69,20,29,0,4.3,4,0.08,45,19,1,77.6,83.7,74.7,74.6,0.2,1,3,39,1.3,8,615,3,48.6,89,93.3,574,65.9,405,83.7,130,2,33.8,208,906,233,2.6,10.2,1.58,2021,182.3,0.26,2.64
Brandin Cooks,8655,WR,HST,16,11.1,6,69.2,57.1,12,21,1,4.3,4,-0.2,45,13,0,82.5,83.1,77.4,77.3,0,0,3,52,0,0,567,2,40.3,90,93.1,528,34,193,98.8,130,6,65.3,370,1037,349,3.9,11.5,1.96,2021,144.6,0.22,2.49
Deebo Samuel,48274,WR,SF,19,7.8,27,68,46.2,12,26,0,12.1,12,0.17,58,28,4,37.5,39.8,90.2,87.8,0.5,3,4,83,1,6,572,1,46.8,87,93,532,29.7,170,114.7,128,7,65.9,377,1559,937,10.8,17.9,2.93,2021,172.4,0.26,1.76
Terry McLaurin,48229,WR,WAS,17,13.9,7,61.1,53.2,25,47,0,2.5,2,-0.05,47,32,0,88.9,82,78.3,78.3,0,0,4,46,0,0,621,2,44.8,77,93.7,582,27.4,170,87.8,126,5,72.6,451,1053,313,4.1,13.7,1.81,2021,229,0.22,2.73
DK Metcalf,47864,WR,SEA,17,13.1,9,60.5,34.6,9,26,2,5.1,4,0.04,48,29,1,77.2,50,80.9,82.5,0,0,2,84,0.2,1,530,7,44,75,94.2,499,19.6,104,110.5,124,12,80.4,426,967,321,4.3,12.9,1.94,2021,230.8,0.26,2.56
Michael Pittman,29049,WR,IND,17,10.3,9,71,64.3,18,28,1,5.4,5,0.01,54,14,1,77.6,57.1,78,79.9,0.2,1,3,57,0.2,1,602,5,44.6,88,92.2,555,18.8,113,103.6,124,6,81.1,488,1082,343,3.9,12.3,1.95,2021,218.5,0.21,2.14
Chris Godwin,11839,WR,TB,14,7.6,15,79,63.6,7,11,0,4.9,5,0.16,55,30,2,80.7,33.9,81.3,79.4,0.5,3,2,44,0.2,1,584,0,52,98,95.9,560,70.4,411,110.5,124,5,28.8,168,1103,588,6,11.3,1.97,2021,224.8,0.26,2.1
Mike Williams,11762,WR,LAC,16,12,7,62.3,51.2,21,41,0,8.4,7,0.22,51,27,0,62.3,82,77.6,77.6,0.2,1,1,72,0,0,620,1,50.5,76,93.9,582,16.9,105,114.3,122,9,82.9,514,1146,415,5.5,15.1,1.97,2021,176.5,0.25,2.8
CeeDee Lamb,61570,WR,DAL,17,10.9,19,66.7,70,14,20,1,9.1,8,0.15,56,9,0,53.5,87.7,84.1,84.8,0,0,6,49,0.5,3,635,3,49.3,80,91.2,579,39.8,253,92.5,120,6,59.1,375,1123,442,5.5,14,1.94,2021,301.6,0.3,2.58
Amon-Ra St Brown,84470,WR,DET,17,7,8,78.3,50,9,18,0,2.2,2,-0.04,48,11,0,91,84.1,79.4,79.4,0.2,1,2,37,0.5,3,552,1,46.9,90,94.7,523,77,425,107,115,5,20.8,115,912,430,4.8,10.1,1.74,2021,267.6,0.32,2.33
Cole Beasley,7330,WR,BUF,18,5.6,3,77.4,28.6,2,7,0,5.3,5,0.13,37,4,1,77.7,55.2,68.3,68.9,0,0,3,29,0,0,569,1,50.5,89,94.2,536,87.7,499,86.6,115,1,11.6,66,772,351,3.9,8.7,1.44,2021,9.5,0.32,1.58
Marvin Jones,7158,WR,JAX,17,12.6,3,64,53.3,16,30,1,3.9,3,-0.08,42,15,0,82.2,81.6,68.3,70.4,0.3,2,3,33,0.3,2,667,4,44.7,73,93.7,625,28.8,192,86.6,114,4,70.9,473,832,128,1.8,11.4,1.33,2021,116.9,0.17,2.54
Christian Kirk,47546,WR,ARZ,18,12.1,3,74.1,68.4,13,19,1,6.7,6,0.12,45,1,0,69.8,84.5,72.1,72.7,0,0,2,50,0,0,613,3,48.2,83,94,576,77.8,477,109.7,112,5,22.2,136,1033,254,3.1,12.4,1.79,2021,243.9,0.25,2.74
AJ Brown,48327,WR,TEN,14,13.2,8,61.8,50,13,26,1,11.7,9,0.13,49,31,0,45.4,81.6,86.3,88.8,0.5,2,2,57,0,0,393,3,49.5,68,94.7,372,33.3,131,102.5,110,6,65.9,259,1011,242,3.6,14.9,2.72,2021,303.6,0.3,3.45
Chase Claypool,42312,WR,PIT,16,12,8,56.4,41.5,17,41,1,10.1,7,-0.11,37,25,0,53.5,82.6,67.2,68.4,0.4,2,3,59,0,0,567,8,40.2,62,93.5,530,18.7,106,77.3,110,2,81,459,885,325,5.2,14.3,1.67,2021,103,0.16,1.87
DeVonta Smith,61100,WR,PHI,18,14.9,11,61.8,39.3,11,28,0,4.2,3,0.08,45,24,1,81.5,49.1,77.7,77.6,0.2,1,3,46,0,0,599,3,44.8,68,94,563,12,72,94.4,110,5,87.1,522,976,260,3.8,14.4,1.73,2021,256.6,0.24,2.7
Amari Cooper,9437,WR,DAL,16,11.9,11,67.9,58.3,14,24,0,5.1,4,0.14,48,9,1,77.1,50.8,73,73.6,0,0,0,41,0,0,616,1,50.9,74,92.5,570,28.1,173,121.7,109,9,71.9,443,929,230,3.1,12.6,1.63,2021,248,0.25,3.18
Tyler Boyd,10689,WR,CIN,20,7.6,9,78.1,70.6,12,17,0,1.2,1,0.15,44,7,1,90.1,55,70.8,70.4,0,0,4,68,0.4,3,719,2,47.9,82,94.3,678,89.2,641,107.1,105,6,10.8,78,938,435,5.3,11.4,1.38,2021,164.2,0.21,2.83
Robbie Chosen,11254,WR,CAR,17,11.2,4,50.5,23.8,5,21,0,8.6,5,-0.22,27,5,0,60.6,80.5,60.6,59.3,0.2,1,7,57,0,0,652,0,41.4,53,95.6,623,37.6,245,52.8,105,5,62.3,406,519,162,3.1,9.8,0.83,2021,54.2,0.11,2.71
Van Jefferson,47447,WR,LA,21,14.6,3,57.3,47.4,9,19,0,13.2,9,0.23,36,26,0,38.5,80.9,58.5,59.5,0.1,1,2,79,0.1,1,730,5,52.5,59,95.3,696,38.5,281,97.7,103,6,61.4,448,904,265,4.5,15.3,1.3,2021,78.9,0.16,3.29
Tyler Lockett,9502,WR,SEA,16,15.4,3,70.9,45,9,20,0,1.4,1,0.03,41,29,0,90.5,82.1,81,82.1,0.2,1,3,69,0.4,2,530,1,43.8,73,94.3,500,41.3,219,122.4,103,8,58.5,310,1175,278,3.8,16.1,2.35,2021,241.3,0.3,2.87
Brandon Aiyuk,84109,WR,SF,20,10.4,18,67,53.6,15,28,0,4.4,3,0.17,44,28,1,79.5,67.2,75.9,78.3,0.2,1,0,43,0.2,1,593,5,48.4,65,94.3,559,25.1,149,116.4,97,5,74.7,443,961,396,6.1,14.8,1.72,2021,229.8,0.23,2.87
Laviska Shenault,61220,WR,JAX,16,5.7,20,66.3,20,2,10,0,13.7,10,-0.11,30,15,1,36.4,50.9,63.7,62.6,0.4,2,2,58,1.6,8,490,3,41.6,63,92.7,454,57.8,283,75.7,95,0,40,196,619,409,6.5,9.8,1.36,2021,72.7,0.35,2.02
Courtland Sutton,48164,WR,DEN,17,15.8,3,61.1,42.9,9,21,2,1.7,1,0.04,35,10,0,89.9,80.5,71.2,71,0.2,1,3,55,0,0,574,7,45.7,58,94.4,542,13.6,78,80.9,95,2,86.2,495,776,145,2.5,13.4,1.43,2021,159.4,0.18,2.45
Russell Gage,44771,WR,ATL,14,9.9,7,71,57.9,11,19,0,7,5,-0.14,37,2,2,66.5,26.5,75.2,76.5,0.2,1,5,49,0,0,407,0,43.9,66,96.3,392,49.6,202,87.7,93,4,49.9,203,770,255,3.9,11.7,1.96,2021,123.6,0.23,2.42
AJ Green,6156,WR,ARZ,17,13.1,7,58.1,50,13,26,0,5.3,3,0.09,37,1,0,68.3,80,67.8,69.7,0.2,1,2,42,0,0,593,5,47.9,54,93.9,557,8.6,51,90.3,93,3,91.2,541,848,194,3.6,15.7,1.52,2021,59.6,0.11,2.48
Mecole Hardman,42683,WR,KC,20,7.1,16,75.3,25,2,8,0,5.6,4,0.24,38,16,1,68.8,42,70.2,70.4,1.1,6,1,53,0,0,522,0,52.1,67,94.8,495,50.8,265,109.5,89,3,47.3,247,814,586,8.7,12.1,1.64,2021,93.8,0.31,3.23
Adam Thielen,8288,WR,MIN,13,9.5,7,77.9,66.7,14,21,0,2.9,2,0.14,36,18,1,86.5,48.1,74.6,73.5,0,0,2,35,0,0,474,0,47.5,67,94.1,446,24.5,116,130.9,86,10,75.1,356,726,252,3.8,10.8,1.63,2021,178,0.17,2.51
Marquez Callaway,42295,WR,NO,17,13.4,5,56.8,52.6,10,19,1,8,4,0.03,32,20,0,56,80,69.3,69.6,0.6,3,1,58,0,0,481,3,45.3,46,95,457,20,96,104.9,81,6,79.4,382,698,144,3.1,15.2,1.53,2021,37.8,0.1,2.36
Jarvis Landry,8698,WR,CLV,12,8.4,8,65.8,66.7,8,12,1,3.7,2,-0.15,29,8,2,79.7,21.4,66.3,68,0.3,1,5,38,0.3,1,341,2,43.7,52,94.1,321,59.5,203,69.1,79,2,37.2,127,570,261,5,11,1.78,2021,58.2,0.19,2.33
Zay Jones,11792,WR,LV,18,14.4,5,67.5,35.3,6,17,1,1.9,1,-0.01,33,23,1,87.6,40.3,70.6,70.4,0,0,6,43,0,0,476,1,46.9,52,94.1,448,28.8,137,67.4,77,2,71.2,339,607,182,3.5,11.7,1.35,2021,196.1,0.21,2.28
Kenny Golladay,11851,WR,NYG,14,14.2,5,49.3,48.4,15,31,0,2.6,1,-0.17,27,21,0,81.3,77.7,68.3,68.2,0,0,4,36,0,0,449,1,37.4,37,94.2,423,19.8,89,49.9,75,0,80.2,360,521,116,3.1,14.1,1.23,2021,20.1,0.08,3.35
Kendrick Bourne,12270,WR,NE,18,8.5,11,82.7,75,9,12,0,3.1,2,0.14,33,19,1,84.4,51.6,77.8,77.2,0,0,1,75,0,0,464,3,49.9,62,94,436,37.1,172,140.9,75,7,61.9,287,877,415,6.7,14.1,2.01,2021,88.3,0.2,2.15
Gabe Davis,55410,WR,BUF,18,15.3,4,60.8,76.9,10,13,1,8.2,4,0.19,38,4,0,61.9,78.8,81.5,80,1.2,5,1,75,0.7,3,417,1,48.2,45,93.3,389,30.9,129,131.3,74,11,67.9,283,791,181,4,17.6,2.03,2021,173.6,0.19,3.62
Byron Pringle,42345,WR,KC,20,10.5,8,73,60,6,10,0,11.5,7,0.17,38,16,0,47,29.9,65.2,64.4,2.2,12,0,40,0.2,1,540,3,50.6,54,93.5,505,63,340,135.5,74,8,34.8,188,650,220,4.1,12,1.29,2021,35.5,0.13,3.55
Elijah Moore,84302,WR,NYJ,11,12.4,5,58.1,40,4,10,2,4.4,2,-0.13,24,22,0,76.5,79.4,71.2,73.8,0.3,1,4,62,0.3,1,329,4,44.2,43,93.6,308,28.3,93,80.8,74,5,70.8,233,538,204,4.7,12.5,1.75,2021,88.1,0.12,2.1
KJ Osborn,23503,WR,MIN,17,10.9,1,67.6,46.7,7,15,2,3.8,2,0.07,25,18,0,80.1,81.5,64.9,65.8,0,0,3,64,0.4,2,537,5,44.1,50,93.9,504,51,274,109.9,74,7,48.8,262,655,182,3.6,13.1,1.3,2021,155.6,0.18,2.47
DeVante Parker,9447,WR,MIA,10,12.4,2,54.8,46.7,14,30,0,9.1,4,-0.07,29,17,0,58.4,78.1,72.8,73.2,0,0,2,42,0,0,370,1,42.7,40,93.8,347,13.2,49,74.9,73,2,86.8,321,515,108,2.7,12.9,1.48,2021,102.9,0.19,3.32
Jamison Crowder,9538,WR,NYJ,12,6.3,7,71.8,28.6,2,7,0,3.8,2,-0.05,22,22,1,79.6,39.2,64.9,65.1,0.2,1,2,29,0.5,2,418,0,43.5,51,93.1,389,78.9,330,85.8,71,2,20.8,87,447,175,3.4,8.8,1.15,2021,12,0.13,2
Cedrick Wilson,48170,WR,DAL,16,10.7,4,70.4,46.2,6,13,0,5.7,3,0.19,28,9,2,65.6,31.4,71.7,71.6,0,0,2,73,0.5,2,428,1,50.3,50,91.4,391,90,385,116.2,71,6,9.8,42,664,283,5.7,13.3,1.7,2021,26.4,0.11,2.03
Kalif Raymond,11028,WR,DET,16,10.3,4,68.6,22.2,2,9,0,5.9,3,-0.01,28,11,0,70.5,87.7,60.5,60.6,0.2,1,1,75,0.4,2,497,0,48.2,48,94.4,469,33.6,167,106.6,70,4,66,328,576,267,5.6,12,1.23,2021,112.2,0.2,2.08
Rondale Moore,62890,WR,ARZ,15,1.3,13,84.3,60,3,5,0,3.3,2,0.2,21,1,1,82.5,69.1,70.7,70.1,0,0,3,77,0,0,293,1,53.7,59,96.6,283,76.1,223,81.4,70,1,20.5,60,467,464,7.9,7.9,1.65,2021,87.9,0.19,1.87
Quez Watkins,61664,WR,PHI,18,13.8,8,66.2,53.3,8,15,0,2.2,1,0.07,26,24,0,85.4,81.1,68.2,71.8,2.7,13,3,91,0.2,1,481,2,43,45,94,452,72.1,347,85.5,68,1,25.2,121,682,260,5.8,15.2,1.51,2021,86.4,0.13,2.4
Zach Pascal,12303,WR,IND,16,9.5,0,56.7,21.4,3,14,0,7.3,3,-0.02,15,14,1,64.3,29.9,52.7,52.5,2.8,15,1,41,0,0,532,3,43.9,38,92.9,494,77.3,411,81.9,67,3,19.9,106,384,119,3.1,10.1,0.78,2021,36,0.11,2.25
Robert Woods,7822,WR,LA,9,8.7,3,68.2,28.6,2,7,0,8.2,4,0.32,34,26,0,61.9,80.2,75.7,72.1,0.6,2,1,28,2.1,7,340,0,54.8,45,93.8,319,44.7,152,107.9,66,4,54.1,184,556,208,4.6,12.4,1.74,2021,117.7,0.15,2.22
Allen Robinson II,8696,WR,CHI,12,12.5,3,57.6,33.3,6,18,0,5,2,-0.22,22,6,0,74.3,78.1,66.9,67,0.8,3,4,39,0.3,1,386,1,41,38,94,363,36,139,55.7,66,1,63.2,244,410,90,2.4,10.8,1.13,2021,84.9,0.15,2.57
Ray-Ray McCloud III,47895,WR,PIT,16,6.8,5,63.1,37.5,3,8,0,8.9,4,-0.14,18,25,1,59.7,39.5,58,57.7,1.3,5,2,24,0.5,2,378,1,39.4,41,92.1,348,87.6,331,60.9,65,0,10.8,41,297,124,3,7.2,0.85,2021,58.1,0.2,3.23
Rashod Bateman,84296,WR,BLT,12,9.6,2,70.8,66.7,10,15,0,6.1,3,-0.07,29,3,0,69.3,78.8,64.9,65.2,0,0,3,36,0,0,432,2,43.8,46,94.7,409,18.3,79,80,65,1,81.7,353,515,168,3.7,11.2,1.26,2021,55.5,0.29,3.7
Tyler Johnson,48054,WR,TB,19,7.3,5,66.1,57.1,4,7,0,12.8,6,0.12,17,30,0,43.4,78.5,53.9,54.2,0.2,1,0,31,0,0,477,0,50,41,96.4,460,43.8,209,84.4,62,0,56,267,405,170,4.1,9.9,0.88,2021,0,0,
Bryan Edwards,28486,WR,LV,17,14.4,6,59.7,52.6,10,19,0,5.1,2,0.07,28,23,1,73.2,29.6,62.9,62.6,0,0,0,51,0.2,1,585,2,47.2,37,94.4,552,26.7,156,109.1,62,3,73,427,612,205,5.5,16.5,1.11,2021,4.5,0.05,1.5
Nelson Agholor,9453,WR,NE,16,14.8,3,62.3,53.8,7,13,0,2.6,1,0.06,24,19,0,81.8,78.3,64.8,63.6,0,0,4,44,0,0,474,0,48.4,38,94.9,450,9.7,46,76.6,61,3,90.1,427,491,122,3.2,12.9,1.09,2021,79.2,0.17,2.55
Braxton Berrios,47961,WR,NYJ,16,4.9,2,76.7,83.3,5,6,0,2.1,1,-0.05,22,22,1,85.2,90.2,74,74.3,0.7,2,1,46,0,0,279,0,45.3,46,94.3,263,74.2,207,100.1,60,2,24,67,431,258,5.6,9.4,1.64,2021,53.6,0.18,1.99
Allen Lazard,48135,WR,GB,16,11.2,4,68.3,53.3,8,15,0,6.8,3,0.21,29,12,0,58.3,79.1,64.7,63.9,4.1,20,0,42,1,5,488,3,49.6,41,94.5,461,42,205,134.7,60,8,53.9,263,519,193,4.7,12.7,1.13,2021,174.8,0.2,2.82
DeAndre Hopkins,7808,WR,ARZ,10,13.1,3,71.2,46.2,6,13,0,4.5,2,0.26,32,1,0,75.8,78.5,79.8,81.1,0,0,0,55,0,0,343,3,53.8,42,94.8,325,14.9,51,141.4,59,8,85.1,292,572,140,3.3,13.6,1.76,2021,153.7,0.28,2.4
Corey Davis,11760,WR,NYJ,9,13.3,7,57.6,46.2,6,13,0,15,6,-0.14,23,22,2,36.3,21.3,68.8,66.4,1.3,4,5,53,0.3,1,301,0,44.2,34,93.7,282,25.6,77,72.1,59,4,73.1,220,492,117,3.4,14.5,1.74,2021,97.6,0.16,3.05
Nico Collins,61441,WR,HST,14,11.6,1,55.9,41.7,5,12,1,5.7,2,-0.15,22,13,0,70.3,77.1,65.6,65.1,0,0,1,32,0,0,383,4,42.9,33,94.3,361,16.4,63,78.8,59,1,83.6,320,446,123,3.7,13.5,1.24,2021,97.1,0.22,2.62
Donovan Peoples-Jones,61439,WR,CLV,14,15.6,2,58.6,69.6,16,23,0,10.5,4,-0.14,26,8,1,52.7,25.2,65.7,67,0,0,3,60,0.7,3,434,2,43.8,34,94.5,410,19.8,86,89.5,58,3,80.2,348,597,153,4.5,17.6,1.46,2021,163.1,0.15,2.63
Michael Gallup,26075,WR,DAL,9,12.2,1,60.3,50,10,20,1,7.9,3,0.07,23,9,0,64.1,77.7,73.4,73.1,0,0,0,41,0,0,350,1,48.3,35,92.9,325,8,28,95.8,58,2,92,322,445,126,3.6,12.7,1.37,2021,105.4,0.14,2.7
Deonte Harty,91470,WR,NO,13,10.6,6,63.2,75,3,4,0,7.7,3,-0.03,23,20,0,64.1,68.9,87.8,86.7,0.4,1,6,72,0,0,223,0,42.5,36,95.1,212,35,78,74.3,57,3,60.5,135,570,246,6.8,15.8,2.69,2021,3.3,0.14,1.65
Jalen Reagor,61697,WR,PHI,18,9.6,5,59.6,18.2,2,11,1,10.5,4,0.04,13,24,0,53.4,69.4,55.1,54.1,0,0,2,34,0,0,515,2,42.6,34,94.4,486,20.8,107,70.9,57,2,77.9,401,301,158,4.6,8.9,0.62,2021,26.9,0.33,2.24
Darius Slayton,25578,WR,NYG,13,13.4,1,47.3,12.5,1,8,0,18.8,6,-0.22,14,21,1,29.7,26.8,52.8,53.8,0.8,3,3,42,0,0,382,1,36.2,26,94,359,16.8,64,56.6,55,2,82.5,315,339,66,2.5,13,0.94,2021,130.4,0.19,2.83
Nick Westbrook-Ikhine,47861,WR,TEN,17,11.2,4,70.4,53.8,7,13,0,2.6,1,-0.01,23,31,1,81.5,29.4,68,67.6,0.5,2,1,46,0.3,1,368,0,44.7,38,94.6,348,38,140,114.4,54,4,61.4,226,476,143,3.8,12.5,1.37,2021,82.7,0.11,3.31
Jerry Jeudy,61103,WR,DEN,10,10.5,6,70.4,33.3,2,6,1,5,2,0.06,22,10,1,73.7,30,68.7,70.5,0.4,1,1,40,0,0,271,2,42.3,38,93.4,253,76.4,207,89,54,0,23.2,63,467,183,4.8,12.3,1.85,2021,205.2,0.29,2.89
Sterling Shepard,10674,WR,NYG,7,7.9,5,67.9,72.7,8,11,0,12.2,5,-0.15,19,21,0,48.1,78,64.6,66.1,0,0,4,37,0.4,1,236,2,37.4,36,93.6,221,72.9,172,62.3,53,1,27.1,64,366,118,3.3,10.2,1.66,2021,34.4,0.21,2.65
Julio Jones,6158,WR,TEN,11,12,6,69.8,57.1,8,14,0,7.5,3,0.11,23,31,0,64.5,77.7,76.5,76.8,0,0,3,51,0,0,279,1,49.6,37,96.8,270,20.8,58,82,53,1,79.2,221,496,136,3.7,13.4,1.84,2021,70.4,0.2,2.43
Kadarius Toney,61245,WR,NYG,10,6.5,12,73.6,55.6,5,9,1,7.1,3,-0.04,21,21,0,56.9,79.7,72.8,74.4,0.9,2,1,38,0,0,218,1,42.3,39,89.9,196,60.1,131,88.6,53,0,38.1,83,420,234,6,10.8,2.14,2021,59.3,0.41,2.58
Laquon Treadwell,10657,WR,JAX,12,12.5,7,64.7,50,6,12,0,2.9,1,-0.01,22,15,0,79.4,77.1,72,69.9,0.3,1,1,41,1.9,6,310,2,43.2,33,92.3,286,24.2,75,89.8,51,1,75.5,234,434,119,3.6,13.2,1.52,2021,10.2,0.07,1.7
Olamide Zaccheaus,44920,WR,ATL,17,9.9,0,60.8,42.1,8,19,0,8.8,3,-0.09,22,2,0,58.7,79.9,63.4,62,1.3,5,2,49,1,4,400,0,46.4,31,93.3,373,44.3,177,89.2,51,3,54.5,218,406,96,3.1,13.1,1.09,2021,112,0.15,2.67
